ACCOUNT #,METER CAPACITY
03057N065001,4
03057N069000,5
03057N069600,4
03057N070000,5
03057N071000,5
03057N071600,5
03057N073600,5
03057N075100,5
03057N083100,5
03058N001600,5
03058N002600,5
03058N003000,4
03058N005500,4
03058N008000,4
03058N008500,4
03058N010500,4
03058N011500,4
03058N012500,4
03058N013000,4
03058N013500,4
03058N014000,4
03058N014500,4
03058N015000,4
03058N015500,4
03058N016000,4
03058N016500,4
03058N017500,4
03058N018000,4
03058N018500,4
03058N019000,4
03058N019500,4
03058N020000,4
03058N020500,4
03058N021000,4
03058N021500,4
03058N023000,4
03058N024000,4
03058N027500,4
03058N029000,4
03058N029500,4
03058N030000,4
03058N030500,4
03058N031000,4
03058N031500,4
03058N033000,4
03058N034000,4
03058N034500,4
03058N035000,4
03058N035500,4
03058N036000,4
03058N036500,4
03058N037000,4
03058N038000,4
03058N038500,4
03058N039000,4
03058N039500,4
03058N040000,4
03058N040500,4
03058N041000,4
03058N041500,4
03058N042000,4
03058N042500,4
03058N043500,4
03058N044000,4
03058N044500,4
03058N045000,4
03058N045500,4
03058N046000,4
03058N046500,4
03058N047000,4
03058N047500,4
03058N048000,4
03058N048500,4
03058N049000,4
03058N049500,4
03058N050000,4
03058N050500,4
03058N051000,4
03058N051500,4
03058N052000,4
03058N052500,4
03058N053000,4
03058N053500,4
03058N055000,4
03058N055500,4
03058N056000,4
03058N056500,4
03058N057000,4
03058N057500,4
03058N058000,4
03058N058500,4
03058N059000,4
03058N059500,4
03058N060000,4
03058N060500,4
03058N061000,4
03058N061500,4
03058N062000,4
03058N062500,4
03058N063500,4
03058N064000,4
03058N064500,4
03058N065000,4
03058N065500,4
03058N066000,4
03058N067000,4
03058N067500,4
03058N068000,4
03058N068500,4
03058N069000,4
03058N069500,4
03058N070000,4
03058N070500,4
03058N071500,4
03058N072000,4
03058N072500,4
03058N073000,4
03058N073500,4
03058N074000,4
03058N074500,4
03058N075000,4
03058N075500,4
03058N076000,4
03058N076500,4
03058N077000,4
03058N077500,4
03059N000500,4
03059N001500,4
03059N003000,4
03059N003500,4
03059N004000,4
03059N004500,4
03059N005000,4
03059N005500,4
03059N006000,4
03059N006500,4
03059N007000,4
03059N007500,4
03059N008000,4
03059N009000,4
03059N009500,4
03059N010000,4
03059N010500,4
03059N011000,4
03059N012000,4
03059N012500,4
03059N013000,4
03059N013500,4
03059N014000,4
03059N015000,4
03059N015500,4
03059N016500,4
03059N017500,4
03059N018000,4
03059N019000,4
03059N019500,4
03059N020000,4
03059N021000,4
03059N023000,4
03059N023500,4
03059N024000,4
03059N024500,4
03059N025000,4
03059N025500,4
03059N026000,4
03059N026500,4
03059N027000,4
03059N027500,4
03059N028000,4
03059N028500,4
03059N029000,4
03059N030500,4
03059N031000,4
03059N031500,4
03059N032000,4
03059N032500,4
03059N033000,4
03059N034000,4
03059N035000,4
03059N035500,4
03059N036000,4
03059N036500,4
03059N040000,4
03059N040500,4
03059N041000,4
03059N041500,4
03059N042000,4
03059N043000,4
03059N043500,4
03059N044000,4
03059N044500,4
03059N045000,4
03059N045500,4
03059N046000,4
03059N046500,4
03059N047500,4
03059N048000,4
03059N049000,4
03059N050000,4
03059N050500,4
03059N051000,4
03059N051500,4
03059N053000,4
03059N054000,4
03059N054500,4
03059N055000,4
03059N055500,4
03059N056000,4
03059N056500,4
03059N057000,4
03059N057500,4
03059N058000,4
03059N058500,4
03059N059000,4
03059N059500,4
03059N061000,4
03059N061500,4
03059N062000,4
03059N062500,4
03059N063000,4
03059N064000,4
03059N064500,4
03059N065000,4
03059N065500,4
03059N066000,4
03059N066500,4
03059N068500,4
03059N069000,4
03059N070000,4
03059N070500,4
03059N071500,4
03059N072000,4
03059N072500,4
03059N073000,4
03059N074500,4
03059N075000,4
03059N075500,4
03059N076000,4
03059N077000,4
03059N077500,4
03059N078500,4
03059N079500,4
03059N080000,4
03059N080500,4
03059N081500,4
03059N082500,4
03059N083000,4
03059N083500,4
03059N084000,4
03059N085000,4
03059N086000,4
03060N000500,4
03060N001000,4
03060N001500,4
03060N002000,4
03060N002500,4
03060N003000,4
03060N003500,4
03060N004000,4
03060N004500,4
03060N005000,4
03060N005500,4
03060N008500,4
03060N009000,4
03060N009500,4
03060N010000,4
03060N010500,4
03060N011000,4
03060N011500,4
03060N012000,4
03060N012500,4
03060N013000,4
03060N013500,4
03060N014000,4
03060N014500,4
03060N015000,4
03060N015500,4
03060N016000,4
03060N017000,4
03060N018000,4
03060N018500,4
03060N019000,4
03060N019500,4
03060N020000,4
03060N021500,4
03060N022000,4
03060N022500,4
03060N023100,4
03060N024500,4
03060N025000,4
03060N025500,4
03060N026000,4
03060N027500,4
03060N028000,4
03060N029000,4
03060N029500,4
03060N030500,4
03060N031500,4
03060N032000,4
03060N032500,4
03060N033000,4
03060N033500,4
03060N034000,4
03060N034500,4
03060N035000,4
03060N035500,4
03060N036000,4
03060N036500,4
03060N037000,4
03060N037500,4
03060N038000,4
03060N039500,4
03060N040000,4
03060N040500,4
03060N041000,4
03060N041500,4
03060N042000,4
03060N044500,4
03060N045000,4
03060N045500,4
03060N046000,4
03060N046500,4
03060N047000,4
03060N047500,4
03060N048000,4
03060N048500,4
03060N049500,4
03060N050500,4
03060N051500,4
03060N052500,4
03060N053600,4
03060N055000,4
03060N057000,4
03060N057500,4
03060N059000,4
03060N060000,4
03060N061000,4
03060N062500,4
03060N063500,4
03060N064000,4
03060N065000,4
03060N066000,4
03060N066500,4
03060N067000,4
03060N067500,4
03060N068000,4
03060N069000,4
03060N070000,4
03060N070500,4
03060N071500,4
03060N072500,4
03060N073000,4
03060N074000,4
03060N075000,4
03060N076000,4
03060N076500,4
03060N077000,4
03060N078000,4
03060N078500,4
03060N079000,4
03060N079500,4
03060N080000,4
03060N080500,4
03060N081000,4
03060N081500,4
03060N082500,4
03060N083000,4
03060N083500,4
03060N084000,4
03060N084500,4
03060N085500,4
03060N086000,4
03060N086500,4
03060N087500,4
03061N000500,4
03061N001000,4
03061N001500,4
03061N002500,4
03061N003500,4
03061N004000,4
03061N004500,4
03061N005000,4
03061N006000,4
03061N006500,4
03061N008500,4
03061N009000,4
03061N009500,4
03061N011000,4
03061N012000,4
03061N012500,4
03061N013000,4
03061N013500,4
03061N014000,4
03061N014500,4
03061N015000,4
03061N016000,4
03061N016500,4
03061N017000,4
03061N017500,4
03061N018500,4
03061N019500,4
03061N020500,4
03061N021000,4
03061N021500,4
03061N022000,4
03061N022500,4
03061N023000,4
03061N023500,4
03061N024500,4
03061N025000,4
03061N025500,4
03061N026000,4
03061N026500,4
03061N027000,4
03061N027500,4
03061N028500,4
03061N029000,4
03061N029500,4
03061N030000,4
03061N031000,4
03061N031500,4
03061N032000,4
03061N032500,4
03061N033000,4
03061N034000,4
03061N034500,4
03061N035500,4
03061N036500,4
03061N037000,4
03061N037500,4
03061N038000,4
03061N038500,4
03061N039000,4
03061N039500,4
03061N040500,4
03061N041000,4
03061N042000,4
03061N042500,4
03061N043000,4
03061N043500,4
03061N044500,4
03061N045000,4
03061N045500,4
03061N046000,4
03061N046500,4
03061N047000,4
03061N047500,4
03061N048000,4
03061N049000,4
03061N049500,4
03061N050000,4
03061N050500,4
03061N051000,4
03061N051500,4
03061N052000,4
03061N052500,4
03061N053500,4
03061N054000,4
03061N054500,4
03061N055000,5
03061N055300,4
03061N056500,4
03061N058000,4
03061N058500,4
03061N059000,4
03061N059500,4
03061N060000,4
03061N060500,4
03061N061000,4
03061N061500,4
03061N062000,4
03061N062500,4
03061N063000,4
03061N063500,4
03061N064000,4
03061N065000,4
03061N065500,4
03061N066000,4
03061N066500,4
03061N067000,4
03061N067500,4
03061N068500,4
03061N069000,4
03061N069500,4
03061N070000,4
03061N070500,4
03061N071500,4
03061N072500,4
03061N073000,4
03061N073500,4
03061N074000,4
03061N074500,4
03061N075000,4
03061N075500,4
03061N076000,4
03061N077500,4
03061N078000,4
03061N078500,4
03061N079500,4
03061N080500,4
03062N000500,4
03062N001500,4
03062N002500,4
03062N003500,4
03062N004500,4
03062N005500,4
03062N006500,4
03062N008000,4
03062N008500,4
03062N009000,4
03062N009500,4
03062N010000,4
03062N011500,4
03062N012000,4
03062N012500,4
03062N013000,4
03062N013500,4
03062N014000,4
03062N014500,4
03062N015500,4
03062N016000,4
03062N016500,4
03062N017000,4
03062N017500,4
03062N019000,4
03062N019500,4
03062N020000,4
03062N020500,4
03062N021000,4
03062N021500,4
03062N022500,4
03062N023000,4
03062N023500,4
03062N024000,4
03062N024500,4
03062N026000,4
03062N026500,4
03062N027000,4
03062N027500,4
03062N028000,4
03062N029500,4
03062N030500,4
03062N031000,4
03062N031500,4
03062N032000,4
03062N032600,4
03062N033000,4
03062N033500,4
03062N034000,4
03062N034500,4
03062N034700,5
03062N035500,4
03062N036000,4
03062N036500,4
03062N037000,4
03062N037500,4
03062N038000,4
03062N038500,4
03062N039000,4
03062N039500,4
03062N040000,4
03062N040500,4
03062N041000,4
03062N042000,4
03062N042500,4
03062N043000,4
03062N043500,4
03062N044500,5
03062N046000,4
03062N046500,4
03062N047000,4
03062N048000,4
03062N048500,4
03062N060500,4
03062N061000,4
03062N061500,4
03062N062000,4
03062N062500,4
03062N063000,4
03062N063500,4
03062N064000,4
03062N064500,4
03062N065000,4
03062N065500,4
03062N066000,4
03062N066500,4
03062N067000,4
03062N067500,4
03062N068000,4
03062N068500,4
03062N069000,4
03062N069500,4
03062N070000,4
03062N070500,4
03062N071000,4
03062N072000,4
03062N072500,4
03062N073000,4
03062N073500,4
03062N074000,4
03062N080500,4
03062N081000,4
03062N081500,4
03062N082000,4
03062N082500,4
03062N083000,4
03062N083500,4
03062N084000,4
03062N084500,4
03062N085000,4
03062N085500,4
03062N086000,4
03062N086500,4
03062N088000,4
03062N089000,4
03062N089500,4
03062N091000,4
03062N092000,4
03062N092500,4
03062N093000,4
03062N093500,4
03062N094000,4
03062N096000,4
03062N096500,4
03062N097000,4
03062N097500,4
03062N100000,4
03063N000500,4
03063N001000,4
03063N002500,4
03063N003000,4
03063N003500,4
03063N004000,4
03063N004500,4
03063N005000,4
03063N005500,4
03063N006000,4
03063N007500,4
03063N008000,4
03063N008500,4
03063N009000,4
03063N009500,4
03063N010000,4
03063N010500,4
03063N011500,4
03063N012500,4
03063N013500,4
03063N014000,4
03063N014500,4
03063N015000,4
03063N015500,4
03063N016000,4
03063N016500,4
03063N017500,4
03063N018000,4
03063N018500,4
03063N019500,4
03063N020000,4
03063N021000,4
03063N021500,4
03063N022000,4
03063N023000,4
03063N023500,4
03063N024000,4
03063N025000,5
03063N031500,4
03063N032000,4
03063N032500,4
03063N033000,4
03063N033500,4
03063N034000,4
03063N035000,4
03063N035500,4
03063N036000,4
03063N036500,4
03063N037000,4
03063N037500,4
03063N039000,4
03063N039500,4
03063N040000,4
03063N040500,4
03063N041500,4
03063N042500,4
03063N043500,4
03063N044000,4
03063N044500,4
03063N045000,4
03063N045500,4
03063N046000,4
03063N047000,4
03063N047500,4
03063N048000,4
03063N048500,4
03063N049000,4
03063N050000,4
03063N051500,4
03063N052000,4
03063N052500,4
03063N053000,4
03063N053500,4
03063N054000,4
03063N055000,4
03063N055500,4
03063N056000,4
03063N056500,4
03063N057000,4
03063N057500,4
03063N058000,4
03063N059000,4
03063N060000,4
03063N060500,4
03063N061500,4
03063N064000,4
03063N064500,4
03063N065000,4
03063N066500,4
03063N067000,4
03063N067500,4
03063N068500,4
03063N069000,4
03063N070000,4
03063N071500,4
03063N072000,4
03063N072500,4
03063N073000,4
03063N073500,4
03063N074500,4
03063N075500,4
03063N076500,4
03063N077000,4
03063N077500,4
03063N078000,4
03063N078500,4
03063N079000,4
03063N080000,4
03063N081000,4
03063N082000,4
03063N083000,4
03063N083500,4
03063N084000,4
03063N084500,4
03064N000500,4
03064N001500,4
03064N002000,4
03064N002500,4
03064N003000,4
03064N003500,4
03064N006000,4
03064N011000,4
03064N011600,4
03064N012500,4
03064N013000,4
03064N014500,4
03064N015000,4
03064N016000,4
03064N017000,4
03064N018500,4
03064N019000,4
03064N020000,4
03064N020500,4
03064N021000,4
03064N021500,4
03064N022000,4
03064N022500,4
03064N023000,4
03064N025000,4
03064N029000,4
03064N029600,4
03064N030000,4
03064N032000,4
03064N033000,4
03064N033500,4
03064N034700,4
03064N035000,4
03064N035500,4
03064N036500,4
03064N038000,4
03064N039000,4
03064N039500,4
03064N040000,4
03064N040500,4
03064N041000,4
03064N042000,4
03064N043100,4
03064N043500,4
03064N044000,4
03064N044500,4
03064N045000,4
03064N045500,4
03064N046000,4
03064N046500,4
03064N047000,4
03064N048000,4
03064N048500,4
03064N049000,4
03064N049500,4
03064N050000,4
03064N050500,4
03064N051000,4
03064N051500,4
03064N052000,4
03064N052500,4
03064N053000,4
03064N053500,4
03064N054000,4
03064N054500,4
03064N055000,4
03064N055500,4
03064N056000,4
03064N057000,4
03064N057500,5
03064N058000,4
03064N058500,4
03064N059500,4
03064N060000,4
03064N060500,4
03064N062500,4
03064N064000,4
03064N064500,4
03064N065000,4
03064N065500,4
03064N066000,4
03064N066500,4
03064N067000,4
03064N067500,4
03064N068000,4
03064N069000,4
03064N069500,4
03064N070000,4
03064N070500,4
03064N071000,4
03064N071500,4
03064N072000,4
03064N072500,4
03064N073000,4
03064N073500,4
03064N074000,4
03064N074500,4
03064N075500,4
03064N076000,4
03064N076500,4
03064N077000,4
03064N077500,4
03064N078000,4
03064N078500,4
03064N079000,4
03064N079500,4
03064N080000,4
03064N081000,4
03064N081500,4
03064N081700,4
03064N082500,4
03064N083000,4
03064N083700,4
03064N084000,4
03065N000500,4
03065N001000,4
03065N001500,4
03065N002000,4
03065N003000,4
03065N003500,4
03065N004000,4
03065N004500,4
03065N005000,4
03065N006000,4
03065N006500,4
03065N007000,4
03065N007500,4
03065N008000,4
03065N008500,4
03065N009000,4
03065N009500,4
03065N010500,4
03065N011500,4
03065N012000,4
03065N012500,4
03065N013000,4
03065N013500,4
03065N013600,4
03065N013800,4
03065N014000,4
03065N014500,4
03065N015500,4
03065N016000,4
03065N016500,4
03065N017000,4
03065N017500,4
03065N018000,4
03065N018500,4
03065N019000,4
03065N019500,4
03065N020000,4
03065N020500,4
03065N021000,4
03065N021500,4
03065N022500,4
03065N043000,4
03065N043500,4
03065N044000,4
03065N044500,4
03065N045000,4
03065N045500,4
03065N046000,4
03065N046500,4
03065N047000,4
03065N047500,4
03065N048000,4
03065N048500,4
03065N049000,4
03065N049500,4
03065N050000,4
03065N050500,4
03065N050700,4
03065N051000,4
03065N051500,4
03065N052000,4
03065N052500,4
03065N053000,4
03065N053500,4
03065N054000,4
03065N054500,4
03065N055000,4
03065N055500,4
03065N056000,4
03065N056500,4
03065N057000,4
03065N057500,4
03065N058500,4
03065N059000,4
03065N059500,4
03065N060000,4
03065N060500,4
03065N061000,4
03065N062000,4
03065N062500,4
03065N063000,4
03065N063500,4
03065N064500,4
03065N065500,4
03065N066000,4
03065N066500,4
03065N067000,4
03065N067500,4
03065N068500,4
03065N069000,4
03065N069500,4
03065N070000,4
03065N070500,4
03065N071000,4
03065N071500,4
03065N072000,4
03065N072500,4
03065N073000,4
03065N074000,4
03065N074500,4
03065N077000,4
03065N077500,4
03065N078000,4
03065N079000,4
03065N079500,4
03065N080000,4
03065N080500,4
03065N081500,4
03065N082000,4
03065N082500,4
03065N083000,4
03065N083500,4
03065N084000,4
03065N084500,4
03065N085500,4
03065N086000,4
03065N086500,4
03065N087000,4
03065N087500,4
03065N088000,4
03065N089000,4
03065N089500,4
03065N090000,4
03065N090500,4
03065N091000,4
03065N091500,4
03065N092000,4
03065N093000,4
03065N093500,4
03066N000500,4
03066N001000,4
03066N001500,4
03066N002500,4
03066N003500,4
03066N004000,4
03066N004500,4
03066N006000,4
03066N006100,5
03066N007000,4
03066N007500,4
03066N008000,4
03066N008500,4
03066N009000,4
03066N009500,4
03066N010000,4
03066N010500,4
03066N011000,4
03066N011500,4
03066N012000,4
03066N013000,4
03066N013500,4
03066N014000,4
03066N014500,4
03066N015000,4
03066N016000,4
03066N016500,4
03066N017000,4
03066N017500,4
03066N018000,4
03066N018500,4
03066N019500,4
03066N020000,4
03066N021000,4
03066N021500,4
03066N022000,4
03066N022500,4
03066N023000,4
03066N023500,4
03066N024000,4
03066N024500,4
03066N025000,4
03066N025500,4
03066N026000,4
03066N026500,4
03066N027000,4
03066N027500,4
03066N028000,4
03066N028500,4
03066N029500,4
03066N030000,4
03066N030500,4
03066N031000,4
03066N032500,4
03066N033000,4
03066N033500,4
03066N034000,4
03066N034500,4
03066N036000,4
03066N036500,4
03066N037000,4
03066N037500,4
03066N038000,4
03066N038500,4
03066N039000,4
03066N039500,4
03066N040000,4
03066N040500,4
03066N041000,4
03066N041500,4
03066N042000,4
03066N042500,4
03066N043000,4
03066N043300,4
03066N043400,4
03066N044500,4
03066N045000,5
03066N045500,4
03066N046000,4
03066N046500,4
03066N047000,4
03066N047500,4
03066N048500,4
03066N049000,4
03066N049500,4
03066N050000,4
03066N051000,4
03066N052000,4
03066N052500,4
03066N053000,4
03066N053600,5
03066N054000,4
03066N055000,4
03066N055500,4
03066N056000,6
03066N056700,5
03066N060100,5
03066N060600,5
03066N061100,5
03066N061400,5
03066N062100,5
03066N062600,5
03066N063100,4
03066N066200,5
03066N067100,5
03066N067500,5
03066N067501,4
03066N068500,4
03066N070000,4
03066N071100,5
03066N073500,5
03066N074500,4
03066N075100,5
03066N076000,5
03066N077000,5
03066N077500,5
03066N079600,5
03067N001700,4
03067N002600,5
03067N004500,4
03067N005000,4
03067N005500,4
03067N006500,4
03067N006600,4
03067N006700,4
03067N006800,4
03067N006900,4
03067N007000,4
03067N007100,4
03067N007500,4
03067N008000,4
03067N009000,4
03067N010000,4
03067N010500,4
03067N011500,4
03067N012000,4
03067N013000,4
03067N014000,4
03067N015000,4
03067N015500,4
03067N016000,4
03067N016500,4
03067N017000,4
03067N018000,4
03067N018500,4
03067N019500,4
03067N020000,4
03067N020500,4
03067N021000,4
03067N021500,4
03067N022000,4
03067N023000,4
03067N023500,4
03067N024000,5
03067N024500,4
03067N025000,4
03067N025500,4
03067N026000,4
03067N026500,4
03067N027000,4
03067N027500,4
03067N028500,4
03067N029000,4
03067N029500,4
03067N030000,4
03067N030500,4
03067N030700,4
03067N031000,4
03067N031500,4
03067N032500,4
03067N033000,4
03067N033500,4
03067N034000,4
03067N034500,4
03067N035000,5
03067N035500,4
03067N036000,4
03067N036500,4
03067N037500,4
03067N038500,4
03067N039500,4
03067N040000,4
03067N040500,4
03067N041000,4
03067N041500,4
03067N043000,4
03067N043200,4
03067N043800,4
03067N044400,4
03067N044600,4
03067N044800,4
03067N045300,4
03067N047000,4
03067N047500,4
03067N048000,4
03067N048500,4
03067N049000,4
03067N050000,4
03067N050500,4
03067N051000,4
03067N051500,4
03067N052000,4
03067N052500,4
03067N053000,4
03067N053500,4
03067N054000,4
03067N054500,4
03067N055000,4
03067N055500,4
03067N056000,4
03067N057000,4
03067N057500,4
03067N058000,4
03067N058500,4
03067N059000,5
03067N059500,4
03067N061000,4
03067N061500,4
03067N062000,4
03067N062500,4
03067N063000,4
03067N064000,4
03067N064500,4
03067N065000,4
03067N066000,4
03067N066500,4
03067N067000,4
03067N067800,4
03067N067500,4
03067N070000,4
03067N070500,4
03067N071000,4
03067N071500,4
03067N072000,4
03067N072500,4
03067N073500,5
03067N074000,4
03067N074500,4
03067N075000,5
03067N075500,4
03067N076000,4
03067N077000,5
03067N077500,4
03067N078000,4
03067N078500,4
03067N080000,4
03067N081500,4
03067N082000,4
03067N082500,4
03067N083000,4
03067N083500,4
03067N084500,4
03067N085000,4
03067N085500,4
03067N086000,4
03067N086500,4
03067N087000,4
03067N088000,4
03067N089500,4
03067N090000,4
03068N001000,5
03068N002000,4
03068N002500,4
03068N003000,4
03068N005000,4
03068N006000,4
03068N007500,4
03068N008000,4
03068N008500,5
03068N009000,4
03068N009500,4
03068N010000,4
03068N010500,4
03068N011000,4
03068N011500,4
03068N012000,5
03068N012500,4
03068N013000,5
03068N013500,4
03068N014000,4
03068N014500,4
03068N015000,4
03068N015500,4
03068N016000,4
03068N016500,4
03068N017000,4
03068N017500,4
03068N018000,4
03068N018500,4
03068N019000,4
03068N019500,4
03068N020000,4
03068N020500,4
03068N021000,4
03068N021200,4
03068N022000,4
03068N022500,4
03068N023000,4
03068N023500,4
03068N024000,4
03068N024500,4
03068N025000,4
03068N025500,4
03068N026000,4
03068N026500,4
03068N027000,4
03068N027500,4
03068N028000,4
03068N028500,4
03068N029000,4
03068N029500,4
03068N030000,4
03068N030500,4
03068N031000,4
03068N031500,4
03068N032500,4
03068N033000,4
03068N033500,4
03068N034000,4
03068N034500,4
03068N034800,4
03068N035000,4
03068N035500,4
03068N036000,4
03068N036500,4
03068N037000,4
03068N037500,4
03068N038000,4
03068N040000,4
03068N040500,4
03068N041000,4
03068N042000,4
03068N042600,5
03068N042601,4
03068N043500,4
03068N044000,4
03068N044500,4
03068N045000,4
03068N046000,5
03068N046100,5
03068N046200,4
03068N046300,4
03068N046400,5
03068N049500,4
03068N050000,4
03068N052000,4
03068N053000,4
03068N053500,4
03068N054000,4
03068N054600,5
03068N055000,4
03068N055500,4
03068N056000,4
03068N056500,4
03068N057000,4
03068N057500,4
03068N058000,4
03068N058500,4
03068N059000,4
03068N059500,4
03068N060000,4
03068N060500,4
03068N061000,4
03068N061500,4
03068N062000,4
03068N062500,4
03068N063000,4
03068N063500,4
03068N064000,4
03068N064500,4
03068N065000,4
03068N065500,4
03068N066000,4
03068N066500,4
03068N067000,4
03068N067500,4
03068N068000,4
03068N074500,4
03068N069000,4
03068N069500,4
03068N071500,4
03068N072500,4
03068N074000,4
03068N073500,4
03068N075500,4
03068N076000,4
03068N076500,4
03068N077000,4
03068N077500,4
03068N078000,4
03068N078500,4
03068N079000,4
03068N079500,4
03068N080000,4
03068N080500,4
03068N081000,4
03068N081500,4
03068N082000,4
03068N082500,4
03068N083000,4
03068N083500,4
03068N084000,4
03068N085000,4
03068N085500,4
03068N086000,4
03068N086500,4
03069N000500,4
03069N001000,4
03069N001500,4
03069N002000,4
03069N002500,4
03069N003000,4
03069N010000,4
03069N010500,4
03069N011000,4
03069N011500,4
03069N012000,4
03069N012500,4
03069N012700,4
03069N012800,4
03069N013000,4
03069N013500,4
03069N014000,4
03069N014500,4
03069N015000,4
03069N015500,4
03069N015700,5
03069N016500,4
03069N017000,4
03069N017500,4
03069N018000,4
03069N018500,4
03069N019000,4
03069N019500,4
03069N020500,4
03069N021000,4
03069N021500,4
03069N022000,4
03069N022500,4
03069N023000,4
03069N023500,4
03069N024000,4
03069N025500,4
03069N026000,4
03069N026500,4
03069N027000,4
03069N027500,4
03069N028000,4
03069N028500,4
03069N029500,4
03069N030000,4
03069N030500,4
03069N031000,4
03069N031500,4
03069N032000,4
03069N032500,4
03069N033000,4
03069N033500,4
03069N034000,4
03069N034500,4
03069N035000,4
03069N035500,4
03069N036000,4
03069N036500,4
03069N037000,4
03069N039100,5
03069N040000,4
03069N043500,4
03069N044000,4
03069N044500,4
03069N045000,4
03069N045500,4
03069N046000,4
03069N046500,4
03069N047000,4
03069N047500,4
03069N048000,4
03069N049000,4
03069N049500,4
03069N050000,4
03069N050500,4
03069N051000,4
03069N052000,4
03069N052500,4
03069N053000,4
03069N053500,4
03069N055000,4
03069N055500,4
03069N056000,4
03069N057000,4
03069N057500,4
03069N058000,4
03069N058500,4
03069N059000,4
03069N059500,4
03069N060500,4
03069N061000,4
03069N061500,4
03069N062000,4
03069N062500,4
03069N063000,4
03069N063500,4
03069N064500,4
03069N065000,4
03069N066000,4
03069N066500,4
03069N067000,4
03069N067500,4
03069N068000,4
03069N068500,4
03069N069000,4
03069N069500,4
03069N070000,4
03069N070500,4
03069N071000,4
03069N071500,4
03069N072500,4
03069N073000,4
03069N073500,4
03069N074500,4
03069N075000,4
03069N075500,4
03069N076000,4
03069N076500,4
03069N077000,4
03069N077500,4
03069N078000,4
03069N078500,4
03069N079000,4
03069N079500,4
03069N080000,4
03069N080500,4
03069N081500,4
03069N082000,4
03069N082500,4
03069N083500,4
03069N084000,4
03069N084500,4
03070N000500,4
03070N001000,4
03070N001500,4
03070N002000,4
03070N002500,4
03070N003000,4
03070N003500,4
03070N004500,4
03070N005000,4
03070N005500,4
03070N006000,4
03070N006500,4
03070N007000,4
03070N007500,4
03070N008000,4
03070N008500,4
03070N009000,4
03070N010000,4
03070N010500,4
03070N013000,4
03070N014000,4
03070N014500,4
03070N015000,4
03070N016000,4
03070N017500,4
03070N018500,4
03070N019500,4
03070N021000,4
03070N021500,4
03070N023000,4
03070N023500,4
03070N024500,4
03070N025000,4
03070N025500,4
03070N026500,4
03070N027000,4
03070N029500,4
03070N039500,4
03070N040500,4
03070N041000,4
03070N041500,4
03070N042000,4
03070N042500,4
03070N043000,4
03070N044000,4
03070N044500,4
03070N045000,4
03070N045500,4
03070N046000,4
03070N046500,4
03070N047000,4
03070N047500,4
03070N048000,4
03070N048500,4
03070N054000,4
03070N055500,4
03070N056000,4
03070N057000,4
03070N057500,4
03070N058000,4
03070N059000,4
03070N059500,4
03070N061500,4
03070N062500,5
03070N064000,4
03070N064500,4
03070N068000,4
03070N068200,4
03070N069000,4
03070N069500,4
03070N070000,4
03070N070500,4
03070N071000,4
03070N072500,4
03070N073000,4
03070N073500,4
03070N074000,4
03070N074500,4
03070N075000,4
03070N076000,4
03070N076500,4
03070N077000,4
03070N077500,4
03070N081000,4
03070N081500,4
03070N082000,4
03070N082500,4
03070N083000,4
03070N083500,4
03070N084000,4
03070N084500,4
03070N084700,4
03070N085000,4
03070N085500,4
03070N087000,4
03070N087500,4
03070N088000,4
03070N088500,4
03070N089000,4
03070N089500,4
03070N090000,4
03070N090500,4
03070N091000,4
03070N091500,4
03070N092000,4
03070N092500,5
03070N093500,4
03070N094000,4
03070N094500,4
03070N095000,4
03070N095500,4
03070N096000,4
03070N096500,4
03070N097000,4
03070N097500,4
03070N098000,4
03070N098500,4
03070N099000,4
03070N100000,4
03070N100100,4
03070N100500,4
03070N101000,4
03070N101500,4
03070N102000,4
03070N102500,4
03070N103000,4
03070N103500,4
03070N104000,4
03070N104500,4
03070N105000,4
03070N105500,4
03070N106000,4
03070N106500,4
03070N107000,4
03070N108000,4
03070N108500,4
03070N109000,4
03070N109500,4
03070N111000,4
03070N112500,4
03070N113000,4
03070N113500,4
03070N114000,4
03070N114500,4
03070N115000,4
03070N115500,4
03070N116000,4
03070N116500,4
03070N117000,4
03071N000500,4
03071N001000,4
03071N001500,4
03071N002000,4
03071N002500,4
03071N003000,4
03071N003500,4
03071N004000,4
03071N004500,4
03071N005000,4
03071N005500,4
03071N006000,4
03071N006500,4
03071N009000,4
03071N009500,4
03071N010000,4
03071N010500,4
03071N011000,4
03071N011500,4
03071N012000,4
03071N012500,4
03071N014500,4
03071N015000,4
03071N015500,4
03071N016000,4
03071N016500,4
03071N017000,4
03071N017500,4
03071N018000,4
03071N018500,4
03071N019000,4
03071N019500,4
03071N020000,4
03071N020500,4
03071N021000,4
03071N021500,4
03071N022000,4
03071N022500,4
03071N023000,4
03071N023500,4
03071N024000,4
03071N024500,4
03071N025000,4
03071N025500,4
03071N026000,4
03071N027000,4
03071N027500,4
03071N028000,4
03071N028500,4
03071N029000,4
03071N029500,4
03071N030000,4
03071N030500,4
03071N031000,4
03071N031500,4
03071N032000,4
03071N032500,4
03071N033000,4
03071N033500,4
03071N034000,4
03071N034500,4
03071N035000,4
03071N035500,4
03071N036000,4
03071N036500,4
03071N037000,4
03071N037500,4
03071N038000,4
03071N038500,4
03071N039000,4
03071N039500,4
03071N040000,4
03071N040500,4
03071N041000,4
03071N041500,4
03071N042000,4
